region_id,area,perimeter,compactness,centroid_row,centroid_col,mean_reflectance,mean_snv,spectral_variance,baseline_distance,mean_anomaly,pca_1,pca_2,pca_3,pca_4,pca_5
1,90,50.18376618407356,0.4490822307967364,19.9,48.166666666666664,0.050363488495349884,0.0,0.0853833849833858,157.650528523261,0.6974455006397584,-0.00015478110405142687,2.147608531062893,-3.581080464077383,-2.226862342941331,-1.6003046291591074
