region_id,area,perimeter,compactness,centroid_row,centroid_col,mean_reflectance,mean_snv,spectral_variance,baseline_distance,mean_anomaly,pca_1,pca_2,pca_3,pca_4,pca_5
1,558,140.75230867899737,0.35394274019063793,36.44086021505376,33.98924731182796,0.04911580681800842,9.473903143468003e-17,0.01421672965425385,730.4849529266762,0.6429299350399935,-12.303078670514703,-2.5621370910429864,-0.23600169562869855,-2.027912274319446,0.7691623230036964
