region_id,area,perimeter,compactness,centroid_row,centroid_col,mean_reflectance,mean_snv,spectral_variance,baseline_distance,mean_anomaly,pca_1,pca_2,pca_3,pca_4,pca_5
1,46,22.727922061357855,1.11904675662114,60.95652173913044,63.84782608695652,0.045434530824422836,-4.7369515717340015e-17,0.0016714130378972117,194.35966471034075,0.623108387302444,-11.196581389500045,-0.5375635016736879,-1.3009316303166463,-0.48526196970016144,1.9356056532372818
