roi_id,r0,r1,c0,c1,coverage,spectral_variance,mean_reflectance
Dish on Black - 1_p02_r0001,0,32,96,128,0.9208984375,0.0003505639417282606,0.17023321087319632
Dish on Black - 1_p02_r0002,32,64,32,64,0.9990234375,9.096438252451024e-05,0.17583361456130725
Dish on Black - 1_p02_r0003,32,64,64,96,1.0,4.0729414832540805e-05,0.17834169408246364
