region_id,area,perimeter,compactness,centroid_row,centroid_col,mean_reflectance,spectral_variance,baseline_distance,mean_anomaly
1,6968,371.8061325481597,0.6334099898430616,45.46297359357061,74.82190011481056,-9.473903143468003e-17,0.01825028727736189,232.98953800117215,0.7404715528932329
