region_id,area,perimeter,compactness,centroid_row,centroid_col,mean_reflectance,mean_snv,spectral_variance,baseline_distance,mean_anomaly,pca_1,pca_2,pca_3
1,58,10.071067811865476,7.1859934519660085,62.327586206896555,39.91379310344828,0.16748496890068054,-4.7369515717340015e-17,0.04174560436941243,2617.0864140734175,0.6702357342553604,-12.570338831628405,-0.20646576395710525,-6.902112087613567
