region_id,area,perimeter,compactness,centroid_row,centroid_col,mean_reflectance,spectral_variance,baseline_distance,mean_anomaly
1,4654,307.4213562373095,0.6188254617858663,47.515900300816504,37.62333476579287,-9.473903143468003e-17,0.017761112470842333,199.76712022063217,0.6809125859071988
