piece_id,n_px,mean_reflectance,std_spectrum_mean,snr,sam_from_global,flag_outlier
bare silicon all_p01,22522,0.02594929374754429,0.1340480787838227,318.9016892348967,0.06919061277756844,False
bare silicon all_p02,6223,0.027932627126574516,0.08723290056491156,270.93050112816564,0.04520000083086576,False
bare silicon all_p03,5144,0.029929574579000473,0.1652614158216254,160.003749289694,0.09523593446916764,False
bare silicon all_p04,4735,0.030223362147808075,0.18637930532934632,272.9799234456182,0.16583469866951375,False
bare silicon all_p05,3791,0.02764950506389141,0.09821211507653574,268.03816056554075,0.03312043022689437,False
bare silicon all_p06,3528,0.029239360243082047,0.148478482512432,288.26485780761357,0.03834569466427355,False
bare silicon all_p07,3163,0.02778705395758152,0.09483628963386989,297.00342087738204,0.06116312146508432,False
bare silicon all_p08,2586,0.02845471166074276,0.12598218130499245,283.170877073397,0.11775758516534011,False
bare silicon all_p09,2170,0.039070259779691696,0.12344527701853425,285.03897214552586,0.24408912278941694,True
