roi_id,r0,r1,c0,c1,coverage,spectral_variance,mean_reflectance
Clean 8_7_p03_r0001,0,8,28,36,0.859375,3.617531133435386e-05,0.06820219124936333
Clean 8_7_p03_r0002,0,8,32,40,0.875,3.975203875521043e-05,0.06826075235425669
Clean 8_7_p03_r0003,0,8,36,44,0.875,3.3561544118014174e-05,0.06987112591350718
Clean 8_7_p03_r0004,0,8,40,48,0.875,3.028811730153594e-05,0.0698508730611527
Clean 8_7_p03_r0005,0,8,44,52,0.875,3.245683788098391e-05,0.06806843671261006
Clean 8_7_p03_r0006,0,8,48,56,0.875,3.1813437648131977e-05,0.06521863966045256
Clean 8_7_p03_r0007,0,8,52,60,0.875,2.503780230246927e-05,0.06337913182052025
Clean 8_7_p03_r0008,0,8,56,64,0.875,2.310899628142203e-05,0.06261994286059336
Clean 8_7_p03_r0009,0,8,60,68,0.875,2.2339716801591133e-05,0.06193124406843248
Clean 8_7_p03_r0010,0,8,64,72,0.875,1.982583403424131e-05,0.06188747168977359
Clean 8_7_p03_r0011,0,8,68,76,0.875,1.8163480951963712e-05,0.0630143814795312
Clean 8_7_p03_r0012,0,8,72,80,0.875,1.6068432430940993e-05,0.06373888542466269
Clean 8_7_p03_r0013,0,8,76,84,0.875,1.7322369797518004e-05,0.06290029612689226
Clean 8_7_p03_r0014,0,8,80,88,0.875,1.9091937801905292e-05,0.060857215259688666
Clean 8_7_p03_r0015,0,8,84,92,0.875,1.7838527812966833e-05,0.05858756164057135
Clean 8_7_p03_r0016,0,8,88,96,0.859375,1.5523445444549343e-05,0.05719107949271586
Clean 8_7_p03_r0017,4,12,4,12,0.9375,0.0006560253948768254,0.06812257427702963
Clean 8_7_p03_r0018,4,12,8,16,0.9375,2.1795544311966492e-05,0.06401234917283326
Clean 8_7_p03_r0019,4,12,12,20,0.96875,1.5417147480733692e-05,0.06359364034171774
Clean 8_7_p03_r0020,4,12,16,24,1.0,1.8419646803960175e-05,0.0648651126914032
Clean 8_7_p03_r0021,4,12,20,28,1.0,1.7813006326301384e-05,0.06699811637555404
Clean 8_7_p03_r0022,4,12,24,32,1.0,1.5793648636463954e-05,0.06761137347294538
Clean 8_7_p03_r0023,4,12,28,36,1.0,1.8986857969292658e-05,0.06617911649439097
Clean 8_7_p03_r0024,4,12,32,40,1.0,1.7848805819837746e-05,0.06580275054485661
Clean 8_7_p03_r0025,4,12,36,44,1.0,1.4001783847325464e-05,0.06693923830695125
Clean 8_7_p03_r0026,4,12,40,48,1.0,1.250973455741598e-05,0.06662947742157976
Clean 8_7_p03_r0027,4,12,44,52,1.0,1.6935131575982643e-05,0.06478665560659731
