roi_id,r0,r1,c0,c1,coverage,spectral_variance,mean_reflectance
sio2 all 20 dish white_p03_r0001,4,12,64,72,1.0,7.659469205716883e-06,0.045574087178908394
sio2 all 20 dish white_p03_r0002,4,12,68,76,0.984375,6.4525788233874115e-06,0.04409338928569974
sio2 all 20 dish white_p03_r0003,4,12,72,80,0.875,9.172547078546684e-06,0.04186025942102165
sio2 all 20 dish white_p03_r0004,8,16,60,68,0.984375,1.9226095656373517e-05,0.04384391694806804
sio2 all 20 dish white_p03_r0005,8,16,64,72,1.0,3.7119575279396327e-06,0.04380484028025506
sio2 all 20 dish white_p03_r0006,8,16,68,76,1.0,5.104345341443951e-06,0.04265037073324521
sio2 all 20 dish white_p03_r0007,8,16,72,80,1.0,7.175458342914551e-06,0.04021485937746673
sio2 all 20 dish white_p03_r0008,8,16,76,84,0.984375,5.647151399704598e-06,0.03821181967413953
sio2 all 20 dish white_p03_r0009,12,20,56,64,0.9375,2.3776871841409865e-05,0.039441815052146695
sio2 all 20 dish white_p03_r0010,12,20,60,68,1.0,1.3280353505114697e-05,0.0401508748375547
sio2 all 20 dish white_p03_r0011,12,20,64,72,1.0,6.125416072551994e-05,0.044043187027113746
sio2 all 20 dish white_p03_r0012,12,20,68,76,1.0,6.207650719942716e-05,0.044734454136634905
sio2 all 20 dish white_p03_r0013,12,20,72,80,1.0,2.5347322701907083e-05,0.040130712923285274
sio2 all 20 dish white_p03_r0014,12,20,76,84,1.0,4.648692644951144e-06,0.03682656159038845
sio2 all 20 dish white_p03_r0015,12,20,80,88,1.0,3.7965387942332956e-06,0.03568488061805803
sio2 all 20 dish white_p03_r0016,12,20,84,92,0.96875,1.1209268244496411e-05,0.03637176978487308
sio2 all 20 dish white_p03_r0017,16,24,52,60,0.859375,6.345122695974666e-05,0.03835019347872064
sio2 all 20 dish white_p03_r0018,16,24,56,64,1.0,6.6961486882863265e-06,0.0368084602018633
sio2 all 20 dish white_p03_r0019,16,24,60,68,1.0,0.00010187698147106315,0.040586211337234994
sio2 all 20 dish white_p03_r0020,16,24,64,72,1.0,0.0002911540584979709,0.05230820614990264
sio2 all 20 dish white_p03_r0021,16,24,68,76,1.0,0.0002427603834390096,0.056578841460507276
sio2 all 20 dish white_p03_r0022,16,24,72,80,1.0,0.00019563382202552037,0.04676230987801684
sio2 all 20 dish white_p03_r0023,16,24,76,84,1.0,4.793308346265601e-05,0.03790110782310265
