roi_id,r0,r1,c0,c1,coverage,spectral_variance,mean_reflectance
sio2 all 20 dish white_p02_r0001,4,12,24,32,0.953125,5.845073626454903e-06,0.030189831313949686
sio2 all 20 dish white_p02_r0002,4,12,28,36,1.0,4.384008590670103e-06,0.029621333069331637
sio2 all 20 dish white_p02_r0003,4,12,32,40,1.0,3.5171028660953054e-06,0.029622390652518375
sio2 all 20 dish white_p02_r0004,4,12,36,44,1.0,3.0911299367689557e-06,0.02975617534668229
sio2 all 20 dish white_p02_r0005,4,12,40,48,0.984375,3.2348838410069693e-06,0.030110218880640877
sio2 all 20 dish white_p02_r0006,4,12,44,52,0.9375,1.9538615632474176e-05,0.03200019917100115
sio2 all 20 dish white_p02_r0007,8,16,4,12,0.921875,3.707296248066457e-05,0.0327235367940571
sio2 all 20 dish white_p02_r0008,8,16,8,16,1.0,3.173613715146127e-06,0.030330116309066638
sio2 all 20 dish white_p02_r0009,8,16,12,20,1.0,7.2330717462915666e-06,0.0305242066417729
sio2 all 20 dish white_p02_r0010,8,16,16,24,1.0,1.774197523337471e-05,0.03161561681348886
sio2 all 20 dish white_p02_r0011,8,16,20,28,1.0,1.5744843000978756e-05,0.030795038439717443
sio2 all 20 dish white_p02_r0012,8,16,24,32,1.0,3.7633073085275896e-06,0.029351937648019976
sio2 all 20 dish white_p02_r0013,8,16,28,36,1.0,6.114233804192403e-06,0.0295287703951004
sio2 all 20 dish white_p02_r0014,8,16,32,40,1.0,5.220556880208512e-06,0.029801189957823528
sio2 all 20 dish white_p02_r0015,8,16,36,44,1.0,3.4632510009884464e-06,0.02987024324282589
sio2 all 20 dish white_p02_r0016,8,16,40,48,1.0,4.004495418820928e-06,0.030097503934991904
sio2 all 20 dish white_p02_r0017,8,16,44,52,0.9375,7.028937512324577e-06,0.03092855285320152
sio2 all 20 dish white_p02_r0018,12,20,4,12,1.0,1.282160686728123e-05,0.03110697920611294
sio2 all 20 dish white_p02_r0019,12,20,8,16,1.0,2.5970904130092063e-06,0.029896625746800586
sio2 all 20 dish white_p02_r0020,12,20,12,20,1.0,7.798604828406025e-06,0.030651801802844148
sio2 all 20 dish white_p02_r0021,12,20,16,24,1.0,1.7376687483185866e-05,0.03202453594296994
sio2 all 20 dish white_p02_r0022,12,20,20,28,1.0,1.7257846405066587e-05,0.0310860541401802
