roi_id,r0,r1,c0,c1,coverage,spectral_variance,mean_reflectance
Dish on White 1_p03_r0001,0,32,0,32,0.970703125,0.00017539966170414446,0.01975888694875663
Dish on White 1_p03_r0002,0,32,32,64,0.9873046875,0.00022554569691454843,0.022642205703732
Dish on White 1_p03_r0003,32,64,0,32,1.0,4.615408763099007e-06,0.015024874104420634
Dish on White 1_p03_r0004,32,64,32,64,1.0,6.558699069593685e-05,0.01755322460140729
Dish on White 1_p03_r0005,64,96,0,32,0.994140625,3.21100695080259e-05,0.0181013927433574
Dish on White 1_p03_r0006,64,96,32,64,0.923828125,4.348156010381504e-05,0.01943971687082369
