roi_id,r0,r1,c0,c1,coverage,spectral_variance,mean_reflectance
Clean 8_7_p05_r0001,4,12,60,68,0.9375,3.3053600989687964e-05,0.06808007695267905
Clean 8_7_p05_r0002,4,12,64,72,1.0,3.038746001525423e-05,0.06768859088047802
Clean 8_7_p05_r0003,4,12,68,76,1.0,2.8771096523285325e-05,0.06735165130095606
Clean 8_7_p05_r0004,4,12,72,80,0.859375,3.2435775474496456e-05,0.06861947612460777
Clean 8_7_p05_r0005,8,16,52,60,0.9375,3.049532994140407e-05,0.06588522624037044
Clean 8_7_p05_r0006,8,16,56,64,1.0,3.0394453848408827e-05,0.0649537812614547
Clean 8_7_p05_r0007,8,16,60,68,1.0,3.067810164893705e-05,0.06420421354691534
Clean 8_7_p05_r0008,8,16,64,72,1.0,2.630845227951711e-05,0.06394254511171803
Clean 8_7_p05_r0009,8,16,68,76,1.0,2.1696230438455796e-05,0.06391013599653601
Clean 8_7_p05_r0010,8,16,72,80,0.984375,2.4740500559335623e-05,0.06536372881618636
Clean 8_7_p05_r0011,12,20,48,56,1.0,3.2410621697625126e-05,0.0631731431941795
Clean 8_7_p05_r0012,12,20,52,60,1.0,2.9211083649324597e-05,0.062093539642718576
Clean 8_7_p05_r0013,12,20,56,64,1.0,2.4546632094171985e-05,0.061647389967994404
Clean 8_7_p05_r0014,12,20,60,68,1.0,2.0799338233579042e-05,0.06135864153820433
Clean 8_7_p05_r0015,12,20,64,72,1.0,1.8179028634759802e-05,0.06130258274248765
Clean 8_7_p05_r0016,12,20,68,76,1.0,1.8796872805232335e-05,0.06137614911052237
Clean 8_7_p05_r0017,12,20,72,80,1.0,2.1964407074336152e-05,0.06225909825202168
Clean 8_7_p05_r0018,12,20,76,84,0.953125,2.324859713480167e-05,0.0638591069499531
Clean 8_7_p05_r0019,16,24,36,44,0.875,2.9218772481281196e-05,0.0661103375436386
Clean 8_7_p05_r0020,16,24,40,48,0.953125,3.8538740355820774e-05,0.06403830837164437
Clean 8_7_p05_r0021,16,24,44,52,1.0,4.151660741596901e-05,0.06162500738638362
Clean 8_7_p05_r0022,16,24,48,56,1.0,2.7443782065382494e-05,0.05880362848444316
Clean 8_7_p05_r0023,16,24,52,60,1.0,2.3738819842149998e-05,0.05790828160896014
Clean 8_7_p05_r0024,16,24,56,64,1.0,2.1418997543644588e-05,0.05834613191915762
Clean 8_7_p05_r0025,16,24,60,68,1.0,1.951985679674496e-05,0.058684224164867044
Clean 8_7_p05_r0026,16,24,64,72,1.0,1.790045181592968e-05,0.05886012398061214
Clean 8_7_p05_r0027,16,24,68,76,1.0,1.7290316599851796e-05,0.05908339138179336
Clean 8_7_p05_r0028,16,24,72,80,1.0,1.8835175658664462e-05,0.05946991926275884
Clean 8_7_p05_r0029,16,24,76,84,1.0,2.005137529378869e-05,0.0607021912910827
Clean 8_7_p05_r0030,16,24,80,88,0.9375,8.20316606213581e-05,0.06455311605018492
Clean 8_7_p05_r0031,20,28,28,36,0.953125,4.1029400869130204e-05,0.07092232624458716
Clean 8_7_p05_r0032,20,28,32,40,1.0,3.8630824243149734e-05,0.0685735324566356
Clean 8_7_p05_r0033,20,28,36,44,1.0,3.259071468291138e-05,0.06455121839117416
Clean 8_7_p05_r0034,20,28,40,48,1.0,2.772960131944554e-05,0.06031751373842411
Clean 8_7_p05_r0035,20,28,44,52,1.0,2.4591305003406292e-05,0.05712821653456846
Clean 8_7_p05_r0036,20,28,48,56,1.0,2.1385444548888006e-05,0.055388180049848044
Clean 8_7_p05_r0037,20,28,52,60,1.0,1.787498615087857e-05,0.05495242399271188
Clean 8_7_p05_r0038,20,28,56,64,1.0,1.7747614295276266e-05,0.055681025926675565
Clean 8_7_p05_r0039,20,28,60,68,1.0,1.8687652438447445e-05,0.05608939256408128
Clean 8_7_p05_r0040,20,28,64,72,1.0,1.8708245890967904e-05,0.05657211084917801
Clean 8_7_p05_r0041,20,28,68,76,1.0,1.7381069034699356e-05,0.057585681355799896
Clean 8_7_p05_r0042,20,28,72,80,1.0,1.643604221370285e-05,0.05792778895244236
Clean 8_7_p05_r0043,20,28,76,84,1.0,1.631370023200875e-05,0.058443197911272844
Clean 8_7_p05_r0044,20,28,80,88,1.0,2.8451616130980294e-05,0.060312762339030344
Clean 8_7_p05_r0045,24,32,20,28,0.96875,3.472663931546082e-05,0.06987784899426029
Clean 8_7_p05_r0046,24,32,24,32,1.0,3.2695403282096056e-05,0.0673527773869492
Clean 8_7_p05_r0047,24,32,28,36,1.0,3.5051152370054345e-05,0.06595735348743297
Clean 8_7_p05_r0048,24,32,32,40,1.0,3.584884699752641e-05,0.06448337588622029
Clean 8_7_p05_r0049,24,32,36,44,1.0,3.281874617359972e-05,0.06160805889540912
Clean 8_7_p05_r0050,24,32,40,48,1.0,2.5723803963079237e-05,0.057783438460305994
Clean 8_7_p05_r0051,24,32,44,52,1.0,2.111165292321969e-05,0.05473447854183789
Clean 8_7_p05_r0052,24,32,48,56,1.0,1.6664655933240407e-05,0.053670852014112994
Clean 8_7_p05_r0053,24,32,52,60,1.0,1.5078870415625124e-05,0.05366506818646734
Clean 8_7_p05_r0054,24,32,56,64,1.0,1.654954487949849e-05,0.0538765776438048
Clean 8_7_p05_r0055,24,32,60,68,1.0,1.6780100960535734e-05,0.05407830120592966
Clean 8_7_p05_r0056,24,32,64,72,1.0,1.7320187451886072e-05,0.054534984633387185
Clean 8_7_p05_r0057,24,32,68,76,1.0,1.914163170592749e-05,0.05552664857325426
Clean 8_7_p05_r0058,24,32,72,80,1.0,1.9268304955487975e-05,0.0561252386074507
Clean 8_7_p05_r0059,24,32,76,84,1.0,1.7859885316778746e-05,0.05648321481224881
Clean 8_7_p05_r0060,24,32,80,88,1.0,1.8083149893186723e-05,0.05779431466020033
Clean 8_7_p05_r0061,24,32,84,92,0.90625,4.4271417739806685e-05,0.06084990017981511
Clean 8_7_p05_r0062,28,36,8,16,0.859375,3.1733133858888284e-05,0.0737496632877633
Clean 8_7_p05_r0063,28,36,12,20,0.984375,3.110298698906176e-05,0.07109628515230913
Clean 8_7_p05_r0064,28,36,16,24,1.0,3.1108395615924095e-05,0.06875080868870072
Clean 8_7_p05_r0065,28,36,20,28,1.0,2.8391779069517655e-05,0.06586791252988994
Clean 8_7_p05_r0066,28,36,24,32,1.0,2.2470873878222714e-05,0.06347583767342285
Clean 8_7_p05_r0067,28,36,28,36,1.0,2.1828409325614102e-05,0.06167392053235512
Clean 8_7_p05_r0068,28,36,32,40,1.0,2.1843007018675033e-05,0.059590787093353914
Clean 8_7_p05_r0069,28,36,36,44,1.0,2.0751845146288434e-05,0.057419514771248584
Clean 8_7_p05_r0070,28,36,40,48,1.0,1.854939707884001e-05,0.054859563759079154
Clean 8_7_p05_r0071,28,36,44,52,1.0,1.5136643029751174e-05,0.05245394430554563
Clean 8_7_p05_r0072,28,36,48,56,1.0,1.5445445697955487e-05,0.05185947336756289
Clean 8_7_p05_r0073,28,36,52,60,1.0,1.6279847365414592e-05,0.05185224822388399
Clean 8_7_p05_r0074,28,36,56,64,1.0,1.5837327154063623e-05,0.05150829981641941
Clean 8_7_p05_r0075,28,36,60,68,1.0,1.4953496067491396e-05,0.05167100847688521
Clean 8_7_p05_r0076,28,36,64,72,1.0,1.5234775159193852e-05,0.05219126584879142
Clean 8_7_p05_r0077,28,36,68,76,1.0,1.6359057048790446e-05,0.053327308530419046
Clean 8_7_p05_r0078,28,36,72,80,1.0,1.3180796190001848e-05,0.054319430234205456
Clean 8_7_p05_r0079,28,36,76,84,1.0,1.3369688208202422e-05,0.05512671467610459
Clean 8_7_p05_r0080,28,36,80,88,1.0,1.5806275496257234e-05,0.056364805592847574
Clean 8_7_p05_r0081,28,36,84,92,1.0,2.5270453040590198e-05,0.057973853351962985
Clean 8_7_p05_r0082,32,40,4,12,0.953125,5.765540370881112e-05,0.07753014524533472
Clean 8_7_p05_r0083,32,40,8,16,1.0,2.772532375251353e-05,0.07251130568309008
Clean 8_7_p05_r0084,32,40,12,20,1.0,1.856754167166763e-05,0.0687836604674428
Clean 8_7_p05_r0085,32,40,16,24,1.0,1.6824869100189924e-05,0.06638610663560404
Clean 8_7_p05_r0086,32,40,20,28,1.0,2.6286053538004256e-05,0.06546052216708491
Clean 8_7_p05_r0087,32,40,24,32,1.0,5.969692149387346e-05,0.06584923778210375
Clean 8_7_p05_r0088,32,40,28,36,1.0,8.033125667661685e-05,0.06457540302883726
Clean 8_7_p05_r0089,32,40,32,40,1.0,5.0839046862341894e-05,0.06060008203969382
Clean 8_7_p05_r0090,32,40,36,44,1.0,1.7921244644440113e-05,0.0566273337256423
Clean 8_7_p05_r0091,32,40,40,48,1.0,1.5479955602819838e-05,0.053659447503107555
Clean 8_7_p05_r0092,32,40,44,52,1.0,1.3007460231662302e-05,0.05118449726222685
Clean 8_7_p05_r0093,32,40,48,56,1.0,1.0434428552781372e-05,0.049957351522758306
Clean 8_7_p05_r0094,32,40,52,60,1.0,1.057162569555499e-05,0.04993771407457748
Clean 8_7_p05_r0095,32,40,56,64,1.0,1.1275564897962728e-05,0.05012830615682766
Clean 8_7_p05_r0096,32,40,60,68,1.0,1.0720116566563851e-05,0.050209329524785434
Clean 8_7_p05_r0097,32,40,64,72,1.0,1.2049671201429761e-05,0.05092605916005002
Clean 8_7_p05_r0098,32,40,68,76,1.0,1.2904501972276573e-05,0.052307426589733454
