region_id,area,perimeter,compactness,centroid_row,centroid_col,mean_reflectance,mean_snv,spectral_variance,baseline_distance,mean_anomaly,pca_1,pca_2,pca_3
1,272,95.9827560572969,0.3710157410400921,39.06617647058823,31.878676470588236,0.050932493060827255,-9.473903143468003e-17,0.005756663171472764,649.5520039800275,0.6413690274974319,-13.18982922264571,-3.181470142105926,-0.8642531695297633
