region_id,area,perimeter,compactness,centroid_row,centroid_col,mean_reflectance,mean_snv,spectral_variance,baseline_distance,mean_anomaly,pca_1,pca_2,pca_3
1,97,59.31980515339464,0.34640341641359457,45.0,64.37113402061856,0.021158231422305107,0.0,0.019175886510210145,125.81071032306616,0.6473018037920718,2.0794773381745726,1.7848972829023522,-3.061290082771456
