region_id,area,perimeter,compactness,centroid_row,centroid_col,mean_reflectance,mean_snv,spectral_variance,baseline_distance,mean_anomaly,pca_1,pca_2,pca_3
1,70,40.698484809834994,0.5310695760540393,20.314285714285713,49.77142857142857,0.09314439445734024,-4.7369515717340015e-17,0.15690201176244936,174.4702400110528,0.7026694747902082,-4.4631302663641605,3.6916781409860464,-3.752619575599578
