roi_id,r0,r1,c0,c1,coverage,spectral_variance,mean_reflectance
sio2 all 20 dish white_p01_r0001,4,12,56,64,1.0,1.2368982962000665e-05,0.04380042082542388
sio2 all 20 dish white_p01_r0002,4,12,60,68,1.0,3.138939943484562e-05,0.04606781805146073
sio2 all 20 dish white_p01_r0003,8,16,48,56,0.953125,0.0008540786990210771,0.051928451972698
sio2 all 20 dish white_p01_r0004,8,16,52,60,1.0,1.2993328456477092e-05,0.04292564343910617
sio2 all 20 dish white_p01_r0005,8,16,56,64,1.0,3.720106796446538e-06,0.04117942489231774
sio2 all 20 dish white_p01_r0006,8,16,60,68,1.0,1.837948308922058e-05,0.04297729972767796
sio2 all 20 dish white_p01_r0007,12,20,44,52,0.953125,0.0002082176401364267,0.04927628162778109
sio2 all 20 dish white_p01_r0008,12,20,48,56,1.0,1.8170343605521945e-05,0.045458735030345226
sio2 all 20 dish white_p01_r0009,12,20,52,60,1.0,1.0920168623025047e-05,0.04215278961890644
sio2 all 20 dish white_p01_r0010,12,20,56,64,1.0,2.8062993383880957e-06,0.0406114052017131
sio2 all 20 dish white_p01_r0011,12,20,60,68,1.0,9.579104089047542e-06,0.04189932094574763
sio2 all 20 dish white_p01_r0012,16,24,40,48,0.953125,3.8278532091882506e-05,0.04496586761767529
sio2 all 20 dish white_p01_r0013,16,24,44,52,1.0,1.113534954584655e-05,0.043541214393908005
sio2 all 20 dish white_p01_r0014,16,24,48,56,1.0,1.4551615806157782e-05,0.04313689504353119
sio2 all 20 dish white_p01_r0015,16,24,52,60,1.0,1.0201265955766886e-05,0.04132872950244961
sio2 all 20 dish white_p01_r0016,16,24,56,64,1.0,2.9341718394203e-06,0.04038209616490098
sio2 all 20 dish white_p01_r0017,16,24,60,68,1.0,8.331290270666907e-06,0.04188789705956051
sio2 all 20 dish white_p01_r0018,20,28,36,44,0.953125,4.4961832900555246e-05,0.04347678872549774
sio2 all 20 dish white_p01_r0019,20,28,40,48,1.0,5.504359448609198e-06,0.04195711837246139
sio2 all 20 dish white_p01_r0020,20,28,44,52,1.0,3.793769924211496e-06,0.04104998339803672
sio2 all 20 dish white_p01_r0021,20,28,48,56,1.0,3.555796336603026e-06,0.04042602122190375
sio2 all 20 dish white_p01_r0022,20,28,52,60,1.0,3.2765433731670328e-06,0.039786670560468
sio2 all 20 dish white_p01_r0023,20,28,56,64,1.0,2.8337026853854914e-06,0.03972104400826362
sio2 all 20 dish white_p01_r0024,20,28,60,68,1.0,6.907638412829767e-06,0.04121956455974813
sio2 all 20 dish white_p01_r0025,24,32,32,40,0.9375,3.7205969401605254e-05,0.0404685840062542
sio2 all 20 dish white_p01_r0026,24,32,36,44,1.0,3.485253032943005e-06,0.04052109350698269
sio2 all 20 dish white_p01_r0027,24,32,40,48,1.0,2.7377576175748586e-06,0.040271549108665136
sio2 all 20 dish white_p01_r0028,24,32,44,52,1.0,2.8945024666328092e-06,0.03995317234070883
sio2 all 20 dish white_p01_r0029,24,32,48,56,1.0,2.864974360613704e-06,0.03956053145180268
sio2 all 20 dish white_p01_r0030,24,32,52,60,1.0,3.0281062021352183e-06,0.039083634233240176
sio2 all 20 dish white_p01_r0031,24,32,56,64,1.0,3.3254839818993775e-06,0.0393860762434941
sio2 all 20 dish white_p01_r0032,24,32,60,68,1.0,4.68254736354275e-06,0.040408760079195596
sio2 all 20 dish white_p01_r0033,28,36,28,36,0.90625,2.109216681729225e-05,0.03696054615137003
sio2 all 20 dish white_p01_r0034,28,36,32,40,1.0,6.171900947738727e-06,0.03884893453794894
sio2 all 20 dish white_p01_r0035,28,36,36,44,1.0,2.3905695528061684e-06,0.039554659807959996
sio2 all 20 dish white_p01_r0036,28,36,40,48,1.0,2.453527831119026e-06,0.039418317803697624
sio2 all 20 dish white_p01_r0037,28,36,44,52,1.0,2.784327231456264e-06,0.03913547916564325
sio2 all 20 dish white_p01_r0038,28,36,48,56,1.0,2.9241526690734806e-06,0.03882988293235069
sio2 all 20 dish white_p01_r0039,28,36,52,60,1.0,2.7675152265097022e-06,0.038528827477787006
sio2 all 20 dish white_p01_r0040,28,36,56,64,1.0,3.17848905692988e-06,0.03901250585788208
sio2 all 20 dish white_p01_r0041,28,36,60,68,1.0,3.871322054880785e-06,0.03974460102410194
sio2 all 20 dish white_p01_r0042,28,36,152,160,0.953125,9.246602403860001e-05,0.03992851923439977
sio2 all 20 dish white_p01_r0043,28,36,156,164,1.0,6.7375378703844325e-06,0.03702746830283263
sio2 all 20 dish white_p01_r0044,28,36,160,168,0.984375,8.247678149491404e-06,0.03728468891208829
sio2 all 20 dish white_p01_r0045,28,36,164,172,0.890625,4.5981915359631116e-05,0.04108891583231429
sio2 all 20 dish white_p01_r0046,32,40,24,32,0.890625,2.454610701875607e-05,0.0340568860357314
sio2 all 20 dish white_p01_r0047,32,40,28,36,1.0,1.3075750144361393e-05,0.03648866964985618
sio2 all 20 dish white_p01_r0048,32,40,32,40,1.0,3.631467289521371e-06,0.03829073226241506
sio2 all 20 dish white_p01_r0049,32,40,36,44,1.0,2.2138120477905054e-06,0.03889753307737919
sio2 all 20 dish white_p01_r0050,32,40,40,48,1.0,2.3062360607485937e-06,0.03871335996067909
