roi_id,specimen,image,material,r0,r1,c0,c1,coverage,std,spectral_variance,mean_reflectance,m368nm,m370nm,m372nm,m374nm,m376nm,m378nm,m380nm,m382nm,m384nm,m386nm,m388nm,m390nm,m392nm,m394nm,m396nm,m398nm,m400nm,m402nm,m404nm,m406nm,m408nm,m410nm,m412nm,m414nm,m416nm,m418nm,m420nm,m422nm,m424nm,m426nm,m428nm,m430nm,m433nm,m435nm,m437nm,m439nm,m441nm,m443nm,m445nm,m447nm,m449nm,m451nm,m453nm,m455nm,m457nm,m459nm,m461nm,m463nm,m465nm,m467nm,m469nm,m471nm,m473nm,m476nm,m478nm,m480nm,m482nm,m484nm,m486nm,m488nm,m490nm,m492nm,m494nm,m496nm,m498nm,m500nm,m502nm,m504nm,m506nm,m509nm,m511nm,m513nm,m515nm,m517nm,m519nm,m521nm,m523nm,m525nm,m527nm,m529nm,m531nm,m533nm,m536nm,m538nm,m540nm,m542nm,m544nm,m546nm,m548nm,m550nm,m552nm,m554nm,m556nm,m558nm,m561nm,m563nm,m565nm,m567nm,m569nm,m571nm,m573nm,m575nm,m577nm,m579nm,m582nm,m584nm,m586nm,m588nm,m590nm,m592nm,m594nm,m596nm,m598nm,m600nm,m603nm,m605nm,m607nm,m609nm,m611nm,m613nm,m615nm,m617nm,m619nm,m622nm,m624nm,m626nm,m628nm,m630nm,m632nm,m634nm,m636nm,m639nm,m641nm,m643nm,m645nm,m647nm,m649nm,m651nm,m653nm,m656nm,m658nm,m660nm,m662nm,m664nm,m666nm,m668nm,m671nm,m673nm,m675nm,m677nm,m679nm,m681nm,m683nm,m686nm,m688nm,m690nm,m692nm,m694nm,m696nm,m698nm,m701nm,m703nm,m705nm,m707nm,m709nm,m711nm,m713nm,m716nm,m718nm,m720nm,m722nm,m724nm,m726nm,m729nm,m731nm,m733nm,m735nm,m737nm,m739nm,m742nm,m744nm,m746nm,m748nm,m750nm,m752nm,m755nm,m757nm,m759nm,m761nm,m763nm,m765nm,m768nm,m770nm,m772nm,m774nm,m776nm,m778nm,m781nm,m783nm,m785nm,m787nm,m789nm,m792nm,m794nm,m796nm,m798nm,m800nm,m803nm,m805nm,m807nm,m809nm,m811nm,m814nm,m816nm,m818nm,m820nm,m822nm,m825nm,m827nm,m829nm,m831nm,m833nm,m836nm,m838nm,m840nm,m842nm,m844nm,m847nm,m849nm,m851nm,m853nm,m855nm,m858nm,m860nm,m862nm,m864nm,m866nm,m869nm,m871nm,m873nm,m875nm,m878nm,m880nm,m882nm,m884nm,m886nm,m889nm,m891nm,m893nm,m895nm,m898nm,m900nm,m902nm,m904nm,m907nm,m909nm,m911nm,m913nm,m915nm,m918nm,m920nm,m922nm,m924nm,m927nm,m929nm,m931nm,m933nm,m936nm,m938nm,m940nm,m942nm,m945nm,m947nm,m949nm,m951nm,m954nm,m956nm,m958nm,m960nm,m963nm,m965nm,m967nm,m969nm,m972nm,m974nm,m976nm,m978nm,m981nm,m983nm,m985nm,m987nm,m990nm,m992nm,m994nm,m997nm,m999nm,m1001nm,m1003nm,m1006nm,m1008nm
bare silicon all_p01_r0001,bare silicon all_p01,bare silicon all,silicon,64,96,128,160,1.0,0.02303686248554705,7.0679255471112605e-06,0.02190711808445883,4.705169715166005,4.737843467477072,4.721446587908505,4.655979076460268,4.541440933132374,4.377832157924838,4.1635462787200295,3.889401110004327,3.57199465300233,3.222264936815472,2.84604112466067,2.4832577878801296,2.1396726828111543,1.837893392193407,1.5610361627878777,1.3030708148099208,1.0670807364497237,0.8423389961327459,0.6356086316182247,0.4496415551384285,0.282381100506597,0.1433261540324725,0.02739123205214234,-0.06552245044432217,-0.13652276968332935,-0.18970298198892624,-0.22973292799966014,-0.25918713740620003,-0.2804966687192646,-0.29594802234008294,-0.30673101495796795,-0.31257696352189146,-0.3134610874748221,-0.3085836635635124,-0.2970990820503938,-0.2775933317847768,-0.25046389393767654,-0.21716922647575249,-0.1828659887371418,-0.15420014061912637,-0.13746741076428484,-0.1361320758844162,-0.15103522523688562,-0.18035275428003875,-0.2187731153286933,-0.26041341845538807,-0.3003218518626542,-0.3353541929731362,-0.3653622681515705,-0.39128871030470663,-0.41472502466394673,-0.43547179755477683,-0.45381592879631544,-0.46984210340227744,-0.4832937473048672,-0.4946453290847742,-0.5038928196638218,-0.5111226443015943,-0.5167648642453658,-0.5213208236887722,-0.5246303678174422,-0.5266171400669247,-0.5278516958667151,-0.5285133403507448,-0.5289215584012742,-0.5293794155568455,-0.5296138456132117,-0.5297991922897194,-0.5301890382153552,-0.5310766184841974,-0.5321383471876823,-0.5336152678669155,-0.5351580432563516,-0.536811331186134,-0.5382785891392025,-0.5396380833250799,-0.540665337754737,-0.5416881313642143,-0.542790079175897,-0.5442301685812185,-0.5457287140263567,-0.5474253698681224,-0.5491025740794307,-0.5510731687809249,-0.552910179033949,-0.5546031907094393,-0.5562553156832271,-0.557954425540096,-0.5596759535027518,-0.561481238865558,-0.5630983927021109,-0.5646866994120009,-0.5663253665961526,-0.5678362414291647,-0.5691090888580609,-0.570437353766948,-0.5717281103876666,-0.5733249144516307,-0.5752195048084228,-0.5770221569017253,-0.5787756272057507,-0.5805529747895055,-0.582310830100576,-0.5840881569290138,-0.5858791576661935,-0.5878836022753479,-0.5897971453535077,-0.5918442630048807,-0.5938906968648386,-0.5956810484446687,-0.5972052895512684,-0.5986808600890767,-0.6001631078727726,-0.6017497719755129,-0.6033911145900868,-0.6050161595291842,-0.6064616969822192,-0.6078713838619937,-0.6091524152769354,-0.6102712732709457,-0.6113704063940679,-0.6126386419745667,-0.6141387503715569,-0.6156526150181513,-0.6171659263229535,-0.6185288147037226,-0.6197371561142191,-0.6210240762701628,-0.6219656630822623,-0.6228550036216243,-0.6237840597047629,-0.6246466414828509,-0.6256551411665656,-0.6263729657676446,-0.6269373775103282,-0.6271680353476085,-0.6269027184534324,-0.6263488156287195,-0.625192159839359,-0.6237694857686281,-0.6220589123466834,-0.6200005769044566,-0.617624113250629,-0.614860575097581,-0.6117410877124466,-0.6081572071712517,-0.603926328436196,-0.5992650425179823,-0.5939287528662033,-0.5880902589076886,-0.5817219867497987,-0.5751305413801119,-0.5684475560335327,-0.5616291031484562,-0.5548209437580796,-0.5482296611210647,-0.5418926449095145,-0.5358295670753856,-0.5299517673231664,-0.524595411043543,-0.5199450289156565,-0.516113350032439,-0.5130538248452426,-0.5102586083221207,-0.5081838851757311,-0.5068054513340258,-0.5058592810234439,-0.5050804150992451,-0.5044922410434692,-0.5038282692962401,-0.5033808038239382,-0.5029195248337635,-0.5024181891081231,-0.5020504089639389,-0.5021401050416335,-0.5032200750529141,-0.5046769415171134,-0.5064931548120047,-0.5083589924342905,-0.5098423830563871,-0.5110343404674296,-0.511658067838528,-0.5113376635071943,-0.510406174259571,-0.508956024282479,-0.5077485312750664,-0.5060718492561943,-0.5041422255693686,-0.5023159983317222,-0.5006812052352746,-0.499249994688941,-0.49750490371874745,-0.4953206394660174,-0.4927354460853916,-0.4894625418689566,-0.48570276393148354,-0.4811103364073136,-0.47574198028515424,-0.46986780041082105,-0.4637681293665141,-0.4575072896215046,-0.4506215517969389,-0.44349907255525983,-0.4361376109997955,-0.4279926597175087,-0.41950842640517444,-0.4107344874849195,-0.4012291325025563,-0.3907432547462099,-0.37962234380739024,-0.3673442587597872,-0.35376019092775335,-0.3390457949463733,-0.32366437421368655,-0.3067357297296307,-0.2893865533175483,-0.27079762804689644,-0.25173890153650724,-0.23139097873126788,-0.2096258390733415,-0.18609699272573155,-0.16040085818946825,-0.13374142356397578,-0.10606565386979583,-0.0767925282589953,-0.0472054037099473,-0.017128832592654773,0.012327532691672258,0.0410918632834933,0.06957708086466594,0.0984685651016212,0.12629984032590683,0.1519609683965191,0.17627677934925773,0.19902701613428098,0.21945341097214774,0.23804845269755098,0.25354339048547736,0.2657007722769797,0.2764097599746452,0.2856966851442339,0.291499061686521,0.2949910172484002,0.29658666893318614,0.2982991718361654,0.29750881940935137,0.296211609265725,0.2926183784301245,0.2879653972308966,0.2846085034101765,0.28216259992224946,0.27968874918194614,0.2776130264650998,0.27666154168570994,0.27627162034036734,0.2750464789747224,0.2751911887899321,0.27450479352274615,0.2739348737961314,0.27515869627015554,0.2785359824295314,0.28139442173699075,0.287475920443544,0.29501097241954033,0.30282963333241725,0.3136274543741439,0.32880170198931097,0.3433985202386483,0.35799166215010597,0.37389860775396694,0.3921276387682212,0.4115215726583385,0.4342217658713282,0.4567917660059633,0.4796461125871873,0.5028780319220302,0.5281574063143967,0.5517073072986756,0.5751639671848513,0.5988696439314619,0.6264767976613314,0.6586713632553406,0.6938162463169792,0.7336447068993872,0.7789134696922472,0.8242264534387258,0.8761970396998422,0.9339534015564118,0.9927379267703502,1.056242010020982,1.1227917838515422,1.1977002674341148,1.2715036780504005,1.3491795741820833,1.428633413046189,1.5141604475136385,1.6032805316306131,1.6959936653970995,1.792299848813114,1.8921990818786354
bare silicon all_p01_r0002,bare silicon all_p01,bare silicon all,silicon,96,128,96,128,0.9921875,0.02666880710141598,0.00012609051712544073,0.023866617543385215,4.560379714667009,4.5910741463318745,4.57344841376115,4.507502516954829,4.393236455912937,4.230650230635471,4.015884426688914,3.739096327995427,3.422183277676058,3.0814886139609534,2.730272781428575,2.378639152999855,2.0451615705572403,1.755311918734697,1.4805493350323558,1.2278948136712298,0.9959921642202977,0.7762331051870218,0.57456805261338,0.39160144279886694,0.23153940676632848,0.09408147644890046,-0.017515207449663173,-0.10631531963716279,-0.17568560779758818,-0.22689984150733425,-0.2651083740986942,-0.2932917226089617,-0.31445110366723633,-0.32927082067291846,-0.33924580152236034,-0.3453317592385595,-0.34667876611101384,-0.342409699061444,-0.3316992236853736,-0.3131756534603309,-0.2868418892034249,-0.25476265772274526,-0.22165804398841543,-0.19429408979188403,-0.17784099950376955,-0.1765382500151005,-0.1909065385314053,-0.21836901512772203,-0.25478428833254807,-0.29422287250809503,-0.33162222095690824,-0.3646991539237524,-0.3930163873154395,-0.41767983072734877,-0.4397470955555256,-0.4596645749154485,-0.4771635276886245,-0.49236490705780234,-0.5053107513423152,-0.5154994418260568,-0.5238899696568969,-0.5303876330592336,-0.5353133556457117,-0.5392277269074619,-0.5421568159775467,-0.5440768513081633,-0.5451743541814842,-0.5460068599042515,-0.5466986444235583,-0.5469908429702636,-0.5472671723396937,-0.5474299355941803,-0.5477296292196608,-0.5484446972398773,-0.5491905217467801,-0.5503667346095992,-0.5516481397679971,-0.5531736436348565,-0.5546530908815579,-0.5559244490991821,-0.556993493923711,-0.5580593374555406,-0.5593115899165114,-0.5606996112968872,-0.5622256720839077,-0.564182503156118,-0.5660783406295381,-0.5680116910396534,-0.5698653658949159,-0.5715472195724867,-0.5730015998403868,-0.5743885369463136,-0.5760007516100987,-0.5774574501170286,-0.5790120527529027,-0.5807130879767656,-0.5824076728684018,-0.5839336373426504,-0.5853134832752279,-0.5866695093355124,-0.5880082156428751,-0.589570099537264,-0.5912764166106748,-0.5927902380341977,-0.5944622708348742,-0.5961524333383486,-0.5979473748875418,-0.5997310487788566,-0.6016082527099609,-0.603810275578293,-0.6059703868232695,-0.6080464331614134,-0.6098930015503413,-0.611522087811554,-0.6129613166397532,-0.6142817807151834,-0.6156260425039008,-0.6170217584747372,-0.618598939795203,-0.6201987433835257,-0.6217342996283906,-0.6231609072375188,-0.6244740330153341,-0.6256777402549052,-0.6268394314932706,-0.6281627028407448,-0.6295673200028772,-0.630882787988986,-0.6322451857360756,-0.6335499462711045,-0.6348310581073737,-0.6359650851237972,-0.6368666466216217,-0.6377650273465589,-0.6386166340637185,-0.6396481905690399,-0.6404603969315872,-0.6411054218418794,-0.641604369938308,-0.641791608354207,-0.6415073992411716,-0.6407735359126034,-0.6395913253190312,-0.6382700287358812,-0.6365736588073411,-0.6347616706512377,-0.6325743531738749,-0.6300695140687504,-0.6269860945765138,-0.6235008535531502,-0.6195193325600127,-0.6149782251171768,-0.6098187063040948,-0.6043155101185984,-0.5982919449839073,-0.5921133986843012,-0.5857632782332524,-0.579262108155596,-0.5725588642908517,-0.566145223835025,-0.5598362340799462,-0.5538676609546006,-0.5481911604531358,-0.5431008743101463,-0.5383915773236756,-0.5345292567454678,-0.5313043904590242,-0.5286092363912525,-0.5263638569223938,-0.5246615456498681,-0.5235056166638523,-0.5225719166287044,-0.5218207900220021,-0.5210304831320115,-0.5201000686066631,-0.5193128206155803,-0.518771029119889,-0.5184763245397852,-0.5185281222350708,-0.5191555859091557,-0.5205539494240227,-0.522085098924976,-0.5236643314234477,-0.5251174343053132,-0.5260255896243534,-0.5262684534524134,-0.5255580305718262,-0.5241879811878446,-0.5222828839572697,-0.520371037282953,-0.5185223023904831,-0.51642182181524,-0.5141114574084047,-0.5120600169794005,-0.5103495302975808,-0.5082042094158068,-0.5056347551902463,-0.5029316971942082,-0.4996505740695357,-0.4960484438904293,-0.4917305566016463,-0.4864062291810391,-0.4802539855517232,-0.4736366018065472,-0.4671389374886776,-0.4596590646634249,-0.4521862476931447,-0.4442600950399651,-0.4357955367782899,-0.42675597314373076,-0.41719840753597676,-0.4069452190396198,-0.39599230953299547,-0.3843611740492038,-0.3720006712194409,-0.3579977567396622,-0.34297197026417414,-0.32709477121185726,-0.3099608149155191,-0.29173558035564073,-0.27189959916020645,-0.2508479853085319,-0.22924321438492648,-0.20577864621472616,-0.18032222620989824,-0.15324704731294544,-0.12504699397105948,-0.09631102229106775,-0.06597332215070255,-0.03533745435462872,-0.003513238504255983,0.028238644018699577,0.059494062654337494,0.09132498628314807,0.12197872354505004,0.15055435857601163,0.17833729131329756,0.20472748706762753,0.22890783803173032,0.25087519117477364,0.2711281508478569,0.288532896490987,0.30337964228256253,0.3165787319551855,0.32804237101943734,0.3362877373278866,0.3430775416047827,0.34750075683939396,0.3497104960771418,0.3499739287257321,0.34928526859877107,0.34712625290138177,0.3438693979999566,0.3419321538971301,0.34085822457706316,0.3396595295987054,0.33836290229544097,0.33850062421653276,0.33924467760164856,0.3389720169386078,0.34103317087037993,0.34290054518744545,0.344414286086351,0.34762757656105764,0.3529550251567802,0.35767285826682466,0.3636607013984009,0.3727861257386894,0.3826499585297112,0.3941592066106826,0.4099168846876567,0.4255732631114902,0.4445039891185297,0.46377028706009116,0.4831213894217732,0.5027011835926153,0.5259117609374683,0.5498021591434242,0.573995558509438,0.599027972742318,0.625131085324212,0.6487072399138938,0.6735418013976429,0.6975271995611853,0.7260167370244507,0.7596446758390435,0.7960845628308927,0.8397011101956077,0.8858238041460191,0.9379360254219595,0.9943024486924646,1.0547456850292352,1.1156326674394805,1.179033117407082,1.2499713609027252,1.3223287537242443,1.396564740886412,1.477445008124558,1.560037902848277,1.650623083950324,1.7467428930915339,1.848397330271906,1.9555863954914394,2.0683100887501364
bare silicon all_p01_r0003,bare silicon all_p01,bare silicon all,silicon,96,128,128,160,1.0,0.02186077801370195,2.423926870472693e-06,0.020308391476652008,4.897070780057774,4.929623905713848,4.909947210056101,4.838040693084533,4.713904354799151,4.537538195199959,4.30175947312479,4.004546788990545,3.6625658445419926,3.2963963492645023,2.91742917307077,2.542307353482643,2.1852141676934353,1.8782111657810883,1.5891440028292347,1.3262495077799148,1.0835250812390138,0.8562995419120852,0.6474527927175677,0.46110976586702884,0.2964279777643557,0.15549660133850393,0.03987467394468743,-0.05124531981570072,-0.12157105717316023,-0.17481977173696828,-0.21395036519600608,-0.24217282446110838,-0.26310781620920604,-0.2777845995862292,-0.2872916206330072,-0.2921169692578573,-0.29244749605031883,-0.28669288869054793,-0.27466868394661587,-0.25406167476958597,-0.2251871468048856,-0.18981085187992253,-0.15371122722590772,-0.12312522027904044,-0.1050215103287046,-0.10327124380389546,-0.11899828443482145,-0.1490114532459289,-0.18924742547584736,-0.2325659328509182,-0.27404605795555154,-0.3102679763940937,-0.34128125450141716,-0.3681853704276859,-0.3923857873536934,-0.4142621620862841,-0.4336665002097414,-0.4503302409871913,-0.4644490768403272,-0.4757861582368585,-0.48480339275974044,-0.4916669863338059,-0.4972318617695322,-0.5015773511981269,-0.504774328882329,-0.5071544305059692,-0.5083794350638319,-0.5090839806817099,-0.5095742922656084,-0.5096366453259221,-0.509550811460967,-0.5097615244967487,-0.5100853070895952,-0.5106584887413465,-0.5117166821948596,-0.512994052557348,-0.5142374543982096,-0.515550943447382,-0.5166998642837746,-0.5176778211848332,-0.5185419875662721,-0.5194397566759207,-0.520439890611922,-0.5217849599639658,-0.5234727798150365,-0.5252727397302029,-0.5269924792936331,-0.5288654617165527,-0.5305786767389656,-0.5323209819004959,-0.5339088712861397,-0.5353392850163251,-0.5369585759564728,-0.53869485080066,-0.5403404651420517,-0.5419923520940614,-0.5434936862442327,-0.5448782919689888,-0.5459913062372538,-0.5472473725697683,-0.5484970760974623,-0.5498094628211421,-0.5513882378034398,-0.5531088062815748,-0.5546874901724611,-0.556360124825821,-0.5579373682165366,-0.5595187477082108,-0.5613992843064725,-0.5635288966625286,-0.5655073596129931,-0.5674514081653259,-0.5692722060020848,-0.5710226751223952,-0.5724895075722521,-0.574019977495224,-0.5753935861748164,-0.576840527403878,-0.5785795395448954,-0.580251011433393,-0.5817056550837048,-0.5830992450652082,-0.5843681868246644,-0.5856347766635474,-0.5868469505826996,-0.5882020880755976,-0.5895088117327252,-0.5908899124583827,-0.5922931116100016,-0.5937426239107677,-0.5950457195318041,-0.5961934654767858,-0.5972629949810884,-0.5982334874400445,-0.5991637001806212,-0.6000571974879495,-0.6010558450184487,-0.6019224391663766,-0.6026672439088552,-0.6029981961985852,-0.6028138066879551,-0.602223461682645,-0.6012559514237588,-0.5998119794958902,-0.5981070334246681,-0.5961126516435284,-0.5939172382962986,-0.591376526355454,-0.588410219795075,-0.584743769067903,-0.5806646372474936,-0.5759843948777806,-0.5707136120769706,-0.5648240504479881,-0.5585633257346745,-0.5520896390082691,-0.545493520918666,-0.538813957030992,-0.5319808134595408,-0.5252248896784624,-0.5189536427184136,-0.5127695502046117,-0.5070955965686202,-0.5017462111475095,-0.497183178122149,-0.49340620940820645,-0.4901786707653745,-0.4873885595197924,-0.4852156035115896,-0.4837814698640161,-0.48295317125198917,-0.4823624251386688,-0.4819494743652232,-0.48122782271951997,-0.48084607222776055,-0.4802872653893464,-0.47966558041535096,-0.47953508204840006,-0.47982271666303367,-0.4808890034266172,-0.4823587955304619,-0.48412117493841655,-0.48580355898244804,-0.48732796837075315,-0.48840555879511727,-0.4887246432946706,-0.4883068413275636,-0.4874473353050714,-0.4860860544157527,-0.4847212116820455,-0.4830208100208034,-0.4813357461501068,-0.4796712886484802,-0.47831941634423675,-0.47677997526080307,-0.475206990041151,-0.47307368716428555,-0.4705044294494829,-0.4677125664665784,-0.4641399886312274,-0.45976229336637153,-0.4546939289697244,-0.4490065654194771,-0.4428544104382678,-0.4369960808847343,-0.4308121966811916,-0.42404818810940953,-0.4172645484320693,-0.41023772663162206,-0.40244978344442844,-0.39376899516368963,-0.38448718943221283,-0.3744282211242419,-0.36376369258681823,-0.3523570916272073,-0.3394545768471027,-0.32612276790047634,-0.31192470450673504,-0.296251650773598,-0.27958772187404796,-0.26115053326282395,-0.24234464946250497,-0.22267654043802523,-0.20133202248622328,-0.17883870143534555,-0.1548308194202641,-0.1294386612180903,-0.10310426657484824,-0.07590492346058021,-0.04790008203558931,-0.019054642814366828,0.008560359891762456,0.03623447861230062,0.06331948582360641,0.08943458809560834,0.11468647159156638,0.13935965405889578,0.1621717457435738,0.18360650649923357,0.20229980051924623,0.2199607852729226,0.23379225274484125,0.24515301347928556,0.25414902012282026,0.26090812962641086,0.26464232940176646,0.267162571148093,0.26886563817524617,0.2689434359440867,0.26605937510646943,0.26364276522404756,0.2595517296453102,0.2553826873145247,0.2523624995805931,0.24856338987437074,0.24341663794298415,0.23906612451845244,0.23611184454683617,0.23261562562718047,0.22859966130837042,0.22579720619934365,0.2233471746942833,0.22123326270127597,0.2224204096381975,0.22365404887476903,0.2244872287829703,0.2273383253789038,0.23259299958573096,0.24025666513209512,0.24843172584987888,0.25886254352481775,0.26948691054346985,0.28211432210169285,0.2972392864153092,0.312254150356498,0.32918416597331784,0.3462346121162852,0.3645480119987938,0.384038068240911,0.40140481418982193,0.42068282979749416,0.4371029964614648,0.4558436157527884,0.47320482040677025,0.49706015438226003,0.5268532680323961,0.5585034508313469,0.5967061941202084,0.6383475986999902,0.6810056955499488,0.7274182826308011,0.7778761391645055,0.8286058906024899,0.8807023835372937,0.9403668040650811,1.0051499125238896,1.0700133576060256,1.1395179687271129,1.2116485226353193,1.2901873743560321,1.37310358240702,1.460397146788264,1.5520680674997718,1.648116344541539
bare silicon all_p01_r0004,bare silicon all_p01,bare silicon all,silicon,128,160,64,96,0.8662109375,0.03332618137665334,0.0005218069245081441,0.02746354984055162,4.176293979742368,4.2357796041195295,4.246865911817555,4.209552902836455,4.123840577176222,3.9897289348368696,3.8006124463546347,3.556256003197922,3.277010130675958,2.9599464683253784,2.6272020945126786,2.2883350190172242,1.9640139649083592,1.6818087418669578,1.4189665043863995,1.1697576696900394,0.9413577143057741,0.7265577219310014,0.530193138819268,0.35111604837643734,0.19290368723403845,0.05724944728229139,-0.0532704394225654,-0.1422673749376013,-0.21133422125239762,-0.26486677883314086,-0.3042229995817247,-0.33329220132782905,-0.35482460978649144,-0.3702657561127455,-0.38028389873803004,-0.38638572248925396,-0.38648549946860405,-0.3810174333287846,-0.36929508799561345,-0.35005559985849605,-0.3227504015435866,-0.28944447580139887,-0.2558736043481864,-0.22714321245718105,-0.20928710491658092,-0.20713389939372143,-0.21973798155405275,-0.24581866381109638,-0.28083806640941544,-0.3192611677742849,-0.35583570859751973,-0.3879463850336237,-0.415498788773112,-0.4392676075265388,-0.460534449874892,-0.47981846689090824,-0.49673167134574675,-0.5111972361528869,-0.5234474036626282,-0.533357505309709,-0.5411465311431486,-0.5473230738978535,-0.5519262944903414,-0.555554170409801,-0.5581582959393019,-0.5598902339955973,-0.5609490589147308,-0.5615062279465726,-0.561856864208601,-0.5615957041604877,-0.561403321649019,-0.5615010112572107,-0.5615975189965362,-0.5621420448374743,-0.5632014226651209,-0.5643439846399007,-0.5656288532878744,-0.566994692828882,-0.5682080268679195,-0.5691188296822146,-0.5702838528945201,-0.5715121254355668,-0.5727876854073221,-0.5745304551509505,-0.5764869246760759,-0.5783793346095818,-0.5804307789849813,-0.5825124727647573,-0.5845697867736119,-0.5864487971603973,-0.5883464734239742,-0.5902144447852963,-0.5921266841219635,-0.5940897792990445,-0.596047333515675,-0.5979961061999757,-0.599795373765438,-0.6015623514205629,-0.6032055080688421,-0.6049646451115165,-0.606889409806654,-0.6089747274761055,-0.6112390505676988,-0.6134140951603837,-0.6155993974819735,-0.6177834214356624,-0.6199165234579271,-0.6220716349229977,-0.6242545918255611,-0.6267778017791925,-0.6292401879177437,-0.6314820591489813,-0.6336102262731215,-0.6356004080435207,-0.6375115457530866,-0.6393546039116661,-0.641155979852681,-0.642997802652144,-0.6449554076193307,-0.6469024372586624,-0.6485996191716309,-0.6500624423391083,-0.6514362997263304,-0.652913400479075,-0.654440819877199,-0.6560661356884444,-0.6577453163727124,-0.6594950778605472,-0.6612913715656091,-0.6629863091293108,-0.6644413720589473,-0.6657686755494496,-0.6670394849476596,-0.6681203209558402,-0.6691205734063155,-0.6701536132952373,-0.6711424210607378,-0.6719200316245101,-0.6725243782574309,-0.6728148193157686,-0.6724571958948932,-0.6717487587650578,-0.6706564421014825,-0.6692170673261144,-0.6675104139451742,-0.665587250790296,-0.6633582563395873,-0.6606780164484499,-0.6576004068162828,-0.6538833837102775,-0.6492868283841207,-0.6440749139816832,-0.6384111381642096,-0.6324534329637719,-0.6259515096810115,-0.6192557829943355,-0.6123962529106474,-0.6054540440074926,-0.5987568198849599,-0.5919323853991859,-0.5851118689556499,-0.5783498135958609,-0.5719602540150297,-0.5661165146861193,-0.5608963539018059,-0.5562643936002798,-0.552475337350307,-0.5493413064811753,-0.5469936076562909,-0.544910220766949,-0.5434443676415636,-0.5421707970606323,-0.5410915342243258,-0.5403865203403158,-0.5397158057202004,-0.5389649285531734,-0.5385080999098106,-0.5380659368045365,-0.5380927585526099,-0.5387342187666008,-0.5399843001366071,-0.5413893321798263,-0.54269906585369,-0.5440927682075744,-0.5448246977796379,-0.5446787042883139,-0.5435882378449088,-0.5419028310405019,-0.5399144282040582,-0.5378072153570537,-0.5356510707901978,-0.5332118866357116,-0.5308663821454979,-0.5287432513236947,-0.5266070252573041,-0.5240717698048188,-0.5208008904193095,-0.517395067498766,-0.5133586221434618,-0.5088112669052917,-0.5035121090495027,-0.4974307835798973,-0.4907685364311391,-0.48366408411916334,-0.4765242792427269,-0.4687575721224246,-0.4599314265282809,-0.45093378935022016,-0.44155615648482327,-0.4315490164708428,-0.42085359327193644,-0.4097568722036717,-0.3972480671247782,-0.38388654515499915,-0.3698698597125717,-0.3539499882033672,-0.3365724217571791,-0.31846446351195923,-0.29885721057513687,-0.2783957891632177,-0.25648334464526945,-0.23285702374640632,-0.20777559066150925,-0.18096082814705136,-0.15192729617770512,-0.12183898867326208,-0.08975867896774345,-0.056529019530253695,-0.02181479023027727,0.013394433191946725,0.04964123692164613,0.08592469060098279,0.12145041097695156,0.15700392974632232,0.19209116546305544,0.22471503928168735,0.25659213532050384,0.2864347543758843,0.3141209308005015,0.3398844633539897,0.362941506223917,0.3831541585832048,0.400524727402155,0.4145073955132783,0.4269125449758021,0.4371501789194749,0.4454267874470768,0.45070859029282334,0.45377329301139935,0.45498530872866244,0.4539405228097512,0.45210794721500275,0.44960184765344713,0.4450726729595998,0.44313618178184705,0.4417301164062956,0.44164054135692365,0.44181058242974264,0.44148971037727386,0.4402570966253398,0.4400637906257952,0.4414186499365091,0.4420201918960861,0.44239812133859613,0.4457855057499617,0.45039033919081684,0.45808882707120535,0.4673346226152106,0.47756724259483413,0.48970854853137336,0.504076183438748,0.5211422537321768,0.5364320250000004,0.5554885801033945,0.5760778843737128,0.598759353112287,0.6214996997837782,0.6456236526814652,0.6717512391666302,0.6963458465891225,0.7185090243158242,0.741933468167365,0.7643626553723266,0.7902601168036926,0.8183898017537462,0.8531108012654364,0.89068339431673,0.9342147899506941,0.9856821157192331,1.037782245962342,1.0926130132785683,1.151453310674659,1.2140127111316639,1.278822563627775,1.3464049666499343,1.4208998866088345,1.498311629945795,1.5821121435729808,1.6701484430404518,1.7629274725116315,1.8602291651504226,1.9620535209568217,2.0684005399308267,2.1792702220724425
