roi_id,r0,r1,c0,c1,coverage,spectral_variance,mean_reflectance
Dish on White 1_p02_r0001,32,64,32,64,1.0,3.2554791777282783e-06,0.01683667730989011
Dish on White 1_p02_r0002,64,96,32,64,1.0,1.200242543239236e-05,0.020034117023078415
Dish on White 1_p02_r0003,64,96,64,96,1.0,3.7573852618478404e-05,0.024640965604275783
