roi_id,r0,r1,c0,c1,coverage,spectral_variance,mean_reflectance
sio2 all 20 dish white_p08_r0001,4,12,44,52,0.859375,1.2219405862051452e-05,0.04747212405443027
sio2 all 20 dish white_p08_r0002,4,12,48,56,0.96875,9.065224588783762e-06,0.04956227676841165
sio2 all 20 dish white_p08_r0003,4,12,52,60,1.0,1.663591917058504e-05,0.047787857869095354
sio2 all 20 dish white_p08_r0004,4,12,56,64,1.0,2.03872400776329e-05,0.04308271814455841
sio2 all 20 dish white_p08_r0005,4,12,60,68,1.0,1.068894325503471e-05,0.039708993018529114
sio2 all 20 dish white_p08_r0006,4,12,64,72,0.90625,1.2435888113900017e-05,0.037772890363754315
sio2 all 20 dish white_p08_r0007,8,16,32,40,0.921875,8.044737534980481e-05,0.05131397407974064
sio2 all 20 dish white_p08_r0008,8,16,36,44,1.0,9.159785125401932e-05,0.04940986693716526
sio2 all 20 dish white_p08_r0009,8,16,40,48,1.0,5.7745564100429545e-05,0.04768767969622432
sio2 all 20 dish white_p08_r0010,8,16,44,52,1.0,1.8797675650391253e-05,0.04706780915478694
sio2 all 20 dish white_p08_r0011,8,16,48,56,1.0,8.596299302065534e-06,0.04760630791072582
sio2 all 20 dish white_p08_r0012,8,16,52,60,1.0,1.80942587076071e-05,0.04575684706212083
sio2 all 20 dish white_p08_r0013,8,16,56,64,1.0,1.906353118486554e-05,0.04072763867412439
sio2 all 20 dish white_p08_r0014,8,16,60,68,1.0,6.004117553715963e-06,0.037636516153065507
sio2 all 20 dish white_p08_r0015,8,16,64,72,1.0,7.413116583647025e-06,0.03605635931024857
sio2 all 20 dish white_p08_r0016,8,16,68,76,1.0,1.364416848985151e-05,0.03440250845129729
sio2 all 20 dish white_p08_r0017,8,16,72,80,0.90625,0.00019800808874249968,0.037041852520441856
sio2 all 20 dish white_p08_r0018,12,20,20,28,0.921875,1.810109332223316e-05,0.048719799085325505
sio2 all 20 dish white_p08_r0019,12,20,24,32,1.0,1.4188365448680173e-05,0.05204832574827402
sio2 all 20 dish white_p08_r0020,12,20,28,36,1.0,1.3892867750542129e-05,0.05513699836851586
sio2 all 20 dish white_p08_r0021,12,20,32,40,1.0,2.4947081081184068e-05,0.0580851848763102
sio2 all 20 dish white_p08_r0022,12,20,36,44,1.0,5.478231710976318e-05,0.05832592784868749
sio2 all 20 dish white_p08_r0023,12,20,40,48,1.0,7.55008335791272e-05,0.055275459613768965
sio2 all 20 dish white_p08_r0024,12,20,44,52,1.0,5.356232539016025e-05,0.0516744295835771
sio2 all 20 dish white_p08_r0025,12,20,48,56,1.0,2.7570919384286203e-05,0.04786511694908473
sio2 all 20 dish white_p08_r0026,12,20,52,60,1.0,2.0064598763155024e-05,0.0434134445166295
sio2 all 20 dish white_p08_r0027,12,20,56,64,1.0,1.3698616971640765e-05,0.03891450200156283
sio2 all 20 dish white_p08_r0028,12,20,60,68,1.0,5.993782910881342e-06,0.03647863910944506
sio2 all 20 dish white_p08_r0029,12,20,64,72,1.0,5.908037414620586e-06,0.03511428063506877
sio2 all 20 dish white_p08_r0030,12,20,68,76,1.0,5.373091482698916e-06,0.03346613245677897
sio2 all 20 dish white_p08_r0031,12,20,72,80,1.0,1.901785196267753e-05,0.03341219152248518
sio2 all 20 dish white_p08_r0032,16,24,12,20,0.875,1.4080701262874935e-05,0.04031057541692454
sio2 all 20 dish white_p08_r0033,16,24,16,24,1.0,1.5957813588242302e-05,0.04299184591537638
sio2 all 20 dish white_p08_r0034,16,24,20,28,1.0,1.8610226020740975e-05,0.04707838146606026
sio2 all 20 dish white_p08_r0035,16,24,24,32,1.0,1.4196313358080457e-05,0.05132946690231378
sio2 all 20 dish white_p08_r0036,16,24,28,36,1.0,1.2546989522452877e-05,0.05488655821005847
sio2 all 20 dish white_p08_r0037,16,24,32,40,1.0,1.5512964651465695e-05,0.05844677314068408
sio2 all 20 dish white_p08_r0038,16,24,36,44,1.0,1.0855526281611022e-05,0.05999231612843798
sio2 all 20 dish white_p08_r0039,16,24,40,48,1.0,1.8991213654749056e-05,0.057858375855598276
sio2 all 20 dish white_p08_r0040,16,24,44,52,1.0,3.650239132679234e-05,0.05316967535819794
sio2 all 20 dish white_p08_r0041,16,24,48,56,1.0,5.078933028869925e-05,0.046544001272077924
sio2 all 20 dish white_p08_r0042,16,24,52,60,1.0,3.93972118775519e-05,0.0399124737562018
sio2 all 20 dish white_p08_r0043,16,24,56,64,1.0,1.5269601334801624e-05,0.035893877926005666
sio2 all 20 dish white_p08_r0044,16,24,60,68,1.0,8.720045163377877e-06,0.03481489073072068
sio2 all 20 dish white_p08_r0045,16,24,64,72,1.0,5.539513840246055e-06,0.03413090250162038
sio2 all 20 dish white_p08_r0046,16,24,68,76,1.0,4.1102415531422544e-06,0.03324777909997228
sio2 all 20 dish white_p08_r0047,16,24,72,80,0.90625,5.489182112674246e-06,0.033209099591839986
sio2 all 20 dish white_p08_r0048,20,28,8,16,0.9375,1.6217398994665155e-05,0.035890989255482585
sio2 all 20 dish white_p08_r0049,20,28,12,20,1.0,1.435502684030585e-05,0.03894296193138482
sio2 all 20 dish white_p08_r0050,20,28,16,24,1.0,1.3975286704665947e-05,0.0422073075790085
sio2 all 20 dish white_p08_r0051,20,28,20,28,1.0,1.3741251088907993e-05,0.04606859907665411
sio2 all 20 dish white_p08_r0052,20,28,24,32,1.0,1.2066215975978525e-05,0.05003594815222498
sio2 all 20 dish white_p08_r0053,20,28,28,36,1.0,1.0076203235648911e-05,0.05352619174964805
sio2 all 20 dish white_p08_r0054,20,28,32,40,1.0,7.454861593183284e-06,0.056268247631677044
sio2 all 20 dish white_p08_r0055,20,28,36,44,1.0,4.793403371932071e-06,0.057240713408902015
sio2 all 20 dish white_p08_r0056,20,28,40,48,1.0,2.2665878426127963e-05,0.05474101741828125
sio2 all 20 dish white_p08_r0057,20,28,44,52,1.0,4.98254310280307e-05,0.048610591739784915
sio2 all 20 dish white_p08_r0058,20,28,48,56,1.0,5.6311438137621666e-05,0.04082924048907462
sio2 all 20 dish white_p08_r0059,20,28,52,60,1.0,2.6711839635524843e-05,0.03502684828647533
sio2 all 20 dish white_p08_r0060,20,28,56,64,1.0,6.786599019271526e-06,0.032545664134693224
sio2 all 20 dish white_p08_r0061,20,28,60,68,1.0,8.61200344519239e-06,0.03235878897625268
sio2 all 20 dish white_p08_r0062,20,28,64,72,1.0,5.956735929731273e-06,0.032566869944081124
sio2 all 20 dish white_p08_r0063,20,28,68,76,0.953125,4.676782291607678e-06,0.03253013489433148
sio2 all 20 dish white_p08_r0064,24,32,8,16,1.0,1.639021320555979e-05,0.03493771886168668
