roi_id,r0,r1,c0,c1,coverage,spectral_variance,mean_reflectance
Clean 8_7_p02_r0001,4,12,40,48,0.984375,1.697190559198387e-05,0.062018538157891406
Clean 8_7_p02_r0002,4,12,44,52,1.0,1.4385379311162964e-05,0.060213130518752475
Clean 8_7_p02_r0003,4,12,48,56,1.0,1.338408516752465e-05,0.0589799049644985
Clean 8_7_p02_r0004,4,12,52,60,1.0,1.5404387675764856e-05,0.05929170562543873
Clean 8_7_p02_r0005,4,12,56,64,1.0,1.6819154819818027e-05,0.06043557174707501
Clean 8_7_p02_r0006,4,12,60,68,0.9375,1.595928349424427e-05,0.06140050039280118
Clean 8_7_p02_r0007,4,12,64,72,0.875,1.3738015417874696e-05,0.06207502443092148
Clean 8_7_p02_r0008,4,12,68,76,0.890625,1.561872379561262e-05,0.06408522230233618
Clean 8_7_p02_r0009,4,12,72,80,0.953125,1.8250886054287416e-05,0.06683949184878835
Clean 8_7_p02_r0010,4,12,76,84,1.0,2.0593479100219618e-05,0.0658407584708993
Clean 8_7_p02_r0011,4,12,80,88,1.0,1.1003738428611392e-05,0.06349174716937513
Clean 8_7_p02_r0012,4,12,84,92,1.0,1.1788758718642881e-05,0.0634752455976746
Clean 8_7_p02_r0013,4,12,88,96,1.0,1.2948205976189804e-05,0.06310159428834886
Clean 8_7_p02_r0014,4,12,92,100,1.0,1.1614237458427525e-05,0.06203443609979631
Clean 8_7_p02_r0015,4,12,96,104,1.0,1.1923451915693946e-05,0.06126326970150194
Clean 8_7_p02_r0016,4,12,100,108,1.0,1.3770011240483154e-05,0.06099043960099589
Clean 8_7_p02_r0017,4,12,104,112,0.96875,1.4065881097584055e-05,0.061022979207948407
Clean 8_7_p02_r0018,4,12,108,116,0.921875,1.6041500455387043e-05,0.061920423620303804
Clean 8_7_p02_r0019,4,12,112,120,0.890625,1.4930132211573716e-05,0.06398119539025286
Clean 8_7_p02_r0020,4,12,116,124,0.875,1.656749763064266e-05,0.06643291319609375
Clean 8_7_p02_r0021,4,12,120,128,0.875,1.7706086537221775e-05,0.0683778458422772
Clean 8_7_p02_r0022,8,16,40,48,1.0,1.699502781421199e-05,0.06310234433336945
Clean 8_7_p02_r0023,8,16,44,52,1.0,2.1220399900700418e-05,0.06099886010722616
Clean 8_7_p02_r0024,8,16,48,56,1.0,1.191511115864625e-05,0.05836944083363991
Clean 8_7_p02_r0025,8,16,52,60,1.0,1.2811340430044257e-05,0.058243631354593726
Clean 8_7_p02_r0026,8,16,56,64,1.0,1.151491744510609e-05,0.059010736821602995
Clean 8_7_p02_r0027,8,16,60,68,1.0,1.2317283546920744e-05,0.060256692079148785
Clean 8_7_p02_r0028,8,16,64,72,1.0,1.1328015144287641e-05,0.06136241769615997
Clean 8_7_p02_r0029,8,16,68,76,1.0,1.357576514551015e-05,0.06320092140765864
Clean 8_7_p02_r0030,8,16,72,80,1.0,1.6022447859595784e-05,0.06492391120769589
Clean 8_7_p02_r0031,8,16,76,84,1.0,1.8619579908626117e-05,0.06357509783018717
Clean 8_7_p02_r0032,8,16,80,88,1.0,9.887390125479987e-06,0.06225136472533193
Clean 8_7_p02_r0033,8,16,84,92,1.0,1.1682595044634047e-05,0.06337023682272212
Clean 8_7_p02_r0034,8,16,88,96,1.0,1.3406632381390993e-05,0.06292807141993678
Clean 8_7_p02_r0035,8,16,92,100,1.0,1.0653987761027877e-05,0.06108818833766145
Clean 8_7_p02_r0036,8,16,96,104,1.0,1.0730950978223786e-05,0.060441955709419105
Clean 8_7_p02_r0037,8,16,100,108,1.0,1.1412236870126802e-05,0.060370327440689306
Clean 8_7_p02_r0038,8,16,104,112,1.0,1.0476742905279804e-05,0.060319165217531064
Clean 8_7_p02_r0039,8,16,108,116,1.0,1.09992778724497e-05,0.06085301279609008
Clean 8_7_p02_r0040,8,16,112,120,1.0,1.3894704968962336e-05,0.06292027747951857
Clean 8_7_p02_r0041,8,16,116,124,1.0,1.654747391481576e-05,0.0656989827902389
Clean 8_7_p02_r0042,8,16,120,128,1.0,1.553961699502498e-05,0.06763803217037077
Clean 8_7_p02_r0043,8,16,124,132,1.0,2.5209930328494508e-05,0.0693756472984335
Clean 8_7_p02_r0044,8,16,128,136,0.953125,3.7455728571535425e-05,0.0714108281387831
Clean 8_7_p02_r0045,12,20,36,44,0.890625,3.4516823676485375e-05,0.0668229410525453
Clean 8_7_p02_r0046,12,20,40,48,1.0,1.788510250393548e-05,0.06455014997275893
Clean 8_7_p02_r0047,12,20,44,52,1.0,2.4624170671648364e-05,0.06307915332817003
Clean 8_7_p02_r0048,12,20,48,56,1.0,1.816521667416767e-05,0.05961092097473969
Clean 8_7_p02_r0049,12,20,52,60,1.0,1.245984220795253e-05,0.058365266869804595
Clean 8_7_p02_r0050,12,20,56,64,1.0,1.1535365619830658e-05,0.058945859129240004
Clean 8_7_p02_r0051,12,20,60,68,1.0,1.1781066721281569e-05,0.06008709714099927
Clean 8_7_p02_r0052,12,20,64,72,1.0,1.134159738709235e-05,0.06124742652490363
Clean 8_7_p02_r0053,12,20,68,76,1.0,1.2232365618337383e-05,0.06263362858446672
Clean 8_7_p02_r0054,12,20,72,80,1.0,1.305410224993652e-05,0.06313241610931283
Clean 8_7_p02_r0055,12,20,76,84,1.0,1.590998276158846e-05,0.06283443048423547
Clean 8_7_p02_r0056,12,20,80,88,1.0,1.405027672450169e-05,0.0627901374975118
Clean 8_7_p02_r0057,12,20,84,92,1.0,1.2223652723006454e-05,0.06291875300841487
Clean 8_7_p02_r0058,12,20,88,96,1.0,1.2546277883554619e-05,0.06270571263951374
Clean 8_7_p02_r0059,12,20,92,100,1.0,1.2375220215113407e-05,0.061705362933481556
Clean 8_7_p02_r0060,12,20,96,104,1.0,1.200036116728873e-05,0.060917430121663896
Clean 8_7_p02_r0061,12,20,100,108,1.0,1.0382130257642597e-05,0.060427517588944636
Clean 8_7_p02_r0062,12,20,104,112,1.0,1.0930381404922863e-05,0.06033820497492196
Clean 8_7_p02_r0063,12,20,108,116,1.0,1.1384702540771927e-05,0.060880180445401444
Clean 8_7_p02_r0064,12,20,112,120,1.0,1.2791997640558252e-05,0.062348450997206525
Clean 8_7_p02_r0065,12,20,116,124,1.0,1.6088732815876888e-05,0.06472495900107765
Clean 8_7_p02_r0066,12,20,120,128,1.0,1.5690884638818966e-05,0.0669121837686807
Clean 8_7_p02_r0067,12,20,124,132,1.0,1.597295575212978e-05,0.06835056555256869
Clean 8_7_p02_r0068,16,24,36,44,0.984375,3.503437640791866e-05,0.06665953613504569
Clean 8_7_p02_r0069,16,24,40,48,1.0,1.8242462850456573e-05,0.06389418580264183
Clean 8_7_p02_r0070,16,24,44,52,1.0,2.0982346748041023e-05,0.06413770454282708
Clean 8_7_p02_r0071,16,24,48,56,1.0,2.684358945566636e-05,0.06169631651329004
Clean 8_7_p02_r0072,16,24,52,60,1.0,1.313750834406082e-05,0.05911204929312103
Clean 8_7_p02_r0073,16,24,56,64,1.0,1.2190520664628384e-05,0.059439159394185856
Clean 8_7_p02_r0074,16,24,60,68,1.0,1.0702481319984227e-05,0.060122085342465395
Clean 8_7_p02_r0075,16,24,64,72,1.0,9.941464818570053e-06,0.06098383184598255
Clean 8_7_p02_r0076,16,24,68,76,1.0,1.0979206433304705e-05,0.06187681775598976
Clean 8_7_p02_r0077,16,24,72,80,1.0,9.904799359059797e-06,0.06180488517075014
Clean 8_7_p02_r0078,16,24,76,84,1.0,1.2856706190486888e-05,0.062111879222192294
Clean 8_7_p02_r0079,16,24,80,88,1.0,7.129556973854396e-05,0.06542461775141312
Clean 8_7_p02_r0080,16,24,84,92,1.0,7.449451973154478e-05,0.06637245638090178
Clean 8_7_p02_r0081,16,24,88,96,1.0,2.1578416444786823e-05,0.06419924897920222
Clean 8_7_p02_r0082,16,24,92,100,1.0,1.3782209018922177e-05,0.0627413916925978
Clean 8_7_p02_r0083,16,24,96,104,1.0,1.1998052199704512e-05,0.06143494770049313
Clean 8_7_p02_r0084,16,24,100,108,1.0,1.0989168479767475e-05,0.06055388986120564
Clean 8_7_p02_r0085,16,24,104,112,1.0,1.1414622653740794e-05,0.06044096541690641
Clean 8_7_p02_r0086,16,24,108,116,1.0,1.2810415561004539e-05,0.06115625297936837
Clean 8_7_p02_r0087,16,24,112,120,1.0,1.4251996662680566e-05,0.06258006598164664
Clean 8_7_p02_r0088,16,24,116,124,1.0,1.4666229157070974e-05,0.06458789791940743
Clean 8_7_p02_r0089,16,24,120,128,1.0,1.3960825881547209e-05,0.06638855398763496
Clean 8_7_p02_r0090,16,24,124,132,0.921875,2.1339328434386248e-05,0.06880038007394908
Clean 8_7_p02_r0091,20,28,32,40,0.953125,3.982682517465424e-05,0.07099128853627293
Clean 8_7_p02_r0092,20,28,36,44,1.0,3.2357996627533066e-05,0.06742609129459338
Clean 8_7_p02_r0093,20,28,40,48,1.0,2.7271183850303363e-05,0.06414347010055975
Clean 8_7_p02_r0094,20,28,44,52,1.0,1.9673046445940724e-05,0.06277793293276644
Clean 8_7_p02_r0095,20,28,48,56,1.0,2.356329981566059e-05,0.06149934814754245
Clean 8_7_p02_r0096,20,28,52,60,1.0,1.1830448512327367e-05,0.059945922697934174
Clean 8_7_p02_r0097,20,28,56,64,1.0,1.1022733158621492e-05,0.060299382069342385
Clean 8_7_p02_r0098,20,28,60,68,1.0,1.0184721224343922e-05,0.06053270404949082
Clean 8_7_p02_r0099,20,28,64,72,1.0,9.67964391439458e-06,0.06099529608956201
Clean 8_7_p02_r0100,20,28,68,76,1.0,1.0741100367894059e-05,0.06139987153176442
Clean 8_7_p02_r0101,20,28,72,80,1.0,1.022785511000234e-05,0.061316721019409264
Clean 8_7_p02_r0102,20,28,76,84,1.0,1.0171271079047252e-05,0.06133365286518167
Clean 8_7_p02_r0103,20,28,80,88,1.0,7.476363878849857e-05,0.06486484919039129
Clean 8_7_p02_r0104,20,28,84,92,1.0,7.620681951625483e-05,0.06647325829449897
Clean 8_7_p02_r0105,20,28,88,96,1.0,2.2963805199376742e-05,0.06439042418676673
Clean 8_7_p02_r0106,20,28,92,100,1.0,0.00013665056840673516,0.06656892017568909
Clean 8_7_p02_r0107,20,28,96,104,1.0,0.00016776744057413916,0.06717516213999569
Clean 8_7_p02_r0108,20,28,100,108,1.0,5.429975688246188e-05,0.06311312395387615
Clean 8_7_p02_r0109,20,28,104,112,1.0,1.276746554779228e-05,0.06106224782870861
Clean 8_7_p02_r0110,20,28,108,116,1.0,1.431562608756949e-05,0.061779268662819575
Clean 8_7_p02_r0111,20,28,112,120,1.0,2.0764477875325238e-05,0.06414134206711852
Clean 8_7_p02_r0112,20,28,116,124,1.0,1.8995497425265583e-05,0.06600027160745209
Clean 8_7_p02_r0113,20,28,120,128,1.0,1.5545550928906168e-05,0.06714847337872885
Clean 8_7_p02_r0114,24,32,28,36,0.953125,5.033573834096994e-05,0.07378401326994044
Clean 8_7_p02_r0115,24,32,32,40,1.0,4.43105018143042e-05,0.07314571583111833
Clean 8_7_p02_r0116,24,32,36,44,1.0,4.126037364111898e-05,0.0700534562463487
Clean 8_7_p02_r0117,24,32,40,48,1.0,2.687201598138887e-05,0.06547821258516427
Clean 8_7_p02_r0118,24,32,44,52,1.0,1.7087206458344826e-05,0.0627156082756629
Clean 8_7_p02_r0119,24,32,48,56,1.0,6.436716966587829e-05,0.06336629147730441
Clean 8_7_p02_r0120,24,32,52,60,1.0,0.00013735696972041575,0.06567832340813358
Clean 8_7_p02_r0121,24,32,56,64,1.0,0.0001321689616168428,0.0662785068870653
Clean 8_7_p02_r0122,24,32,60,68,1.0,7.135967369956584e-05,0.06454424036485733
Clean 8_7_p02_r0123,24,32,64,72,1.0,3.258616398199054e-05,0.06326713019843358
Clean 8_7_p02_r0124,24,32,68,76,1.0,2.1746706286501765e-05,0.06310267833701586
Clean 8_7_p02_r0125,24,32,72,80,1.0,1.590509072483734e-05,0.062345804707359835
Clean 8_7_p02_r0126,24,32,76,84,1.0,1.110413143854713e-05,0.06175885698106314
Clean 8_7_p02_r0127,24,32,80,88,1.0,1.4582292689162844e-05,0.062416843117513374
Clean 8_7_p02_r0128,24,32,84,92,1.0,1.5914223906608014e-05,0.06256770415291155
Clean 8_7_p02_r0129,24,32,88,96,1.0,1.663695958258485e-05,0.0629723355539895
Clean 8_7_p02_r0130,24,32,92,100,1.0,0.0002808293002273989,0.07179513252370685
Clean 8_7_p02_r0131,24,32,96,104,1.0,0.0002722651823896644,0.0779073126999784
